"Model","GPRS","2G bands","Speed","3G bands","EDGE","Technology","Status","SIM","4G bands","Announced","Dimensions","Weight","Resolution","Multitouch","Type","Size","Chipset","OS","CPU","GPU","Internal","Card slot","Secondary","Video","Primary","Features","Loudspeaker","3.5mm jack","Alert types","WLAN","USB","Infrared port","Bluetooth","Radio","GPS","Messaging","Sensors","Java","Browser","Talk time","Stand-by","Music play","Price group","Colors","Battery life","Camera","Audio quality","Performance","Display","Phonebook","Call records","Games","SAR EU","SAR US","Protection","Keyboard","NFC"
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8520","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Available. Released 2009, August","Mini-SIM","","2009, July","109 x 60 x 13.9 mm (4.29 x 2.36 x 0.55 in)","106 g (3.74 oz)","320 x 240 pixels (~163 ppi pixel density)","","TFT, 65K colors","2.46 inches (~28.7% screen-to-body ratio)","","BlackBerry OS 5.0","512 MHz","","256 MB","microSD, up to 32 GB","No","320p","2 MP, 1600 x 1200 pixels","","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB","","v2.0, A2DP","No","No","SMS (threaded view), MMS, Email, IM","","Yes","HTML","Up to 408 h","Li-Ion 1150 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
1.02 W/kg (head)     0.78 W/kg (body)     ","
1.22 W/kg (head)     0.83 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8900","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Discontinued","Mini-SIM","","2008, November. Released 2008, November","109 x 60 x 13.5 mm (4.29 x 2.36 x 0.53 in)","110 g (3.88 oz)","480 x 360 pixels (~250 ppi pixel density)","","TFT, 65K colors","2.4 inches (~27.3% screen-to-body ratio)","","BlackBerry OS","512 MHz","","256 MB ROM","microSD, up to 32 GB","No","SCIF","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","Geo-tagging","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB v2.0","","v2.0, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, IM","","Yes","HTML","Up to 356 h","Li-Ion 1400 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
0.65 W/kg (head)     0.45 W/kg (body)     ","
1.01 W/kg (head)     0.59 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8900","Class 10","GSM 850 / 900 / 1800 / 1900 ","","","Class 10","GSM","Discontinued","Mini-SIM","","2008, November. Released 2008, November","109 x 60 x 13.5 mm (4.29 x 2.36 x 0.53 in)","110 g (3.88 oz)","480 x 360 pixels (~250 ppi pixel density)","","TFT, 65K colors","2.4 inches (~27.3% screen-to-body ratio)","","BlackBerry OS","512 MHz","","256 MB ROM","microSD, up to 32 GB","No","SCIF","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","Geo-tagging","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11b/g","microUSB v2.0","","v2.0, A2DP","No","Yes, with A-GPS","SMS, MMS, Email, IM","","Yes","HTML","Up to 356 h","Li-Ion 1400 mAh battery","","<a href=""#"">2/10</a>","Black","","","
","","","","","","
0.65 W/kg (head)     0.45 W/kg (body)     ","
1.01 W/kg (head)     0.59 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 8980","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Available","Mini-SIM","","2012","109 x 60 x 13.6 mm (4.29 x 2.36 x 0.54 in)","117 g (4.13 oz)","480 x 360 pixels (~250 ppi pixel density)","","TFT","2.4 inches (~27.3% screen-to-body ratio)","","BlackBerry OS 5.0","","","256 MB","microSD, up to 32 GB","No","Yes","3.15 MP, 2048 x 1536 pixels, autofocus, LED flash","Geo-tagging","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n","microUSB v2.0","","v2.1, A2DP","No","Yes, with A-GPS","SMS(threaded view), MMS, Email, IM","","Yes","HTML","","Li-Ion battery","","<a href=""#"">2/10</a>","Black","","","","","","","","","","
0.64 W/kg (head)     0.66 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 9220","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Available. Released 2012, May","Mini-SIM","","2012, April","109 x 60 x 12.7 mm","102 g (3.49 oz)","320 x 240 pixels (~164 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS 7.1","","","512 MB ROM, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n","microUSB v2.0","","v2.1, A2DP","Stereo FM radio with RDS","No","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity, compass","No","HTML","Up to 432 h","Li-Ion 1450 mAh battery (J-S1)","Up to 7 h","<a href=""#"">2/10</a>","Black, Fuchsia Pink, Pure White, Teal Blue","","","","","","","","","
1.61 W/kg (head)     1.01 W/kg (body)     ","
1.31 W/kg (head)     0.61 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 9220","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Available. Released 2012, May","Mini-SIM","","2012, April","109 x 60 x 12.7 mm","102 g (3.49 oz)","320 x 240 pixels (~164 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS 7.1","","","512 MB ROM, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n","microUSB v2.0","","v2.1, A2DP","Stereo FM radio with RDS","No","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity, compass","No","HTML","Up to 432 h","Li-Ion 1450 mAh battery (J-S1)","Up to 7 h","<a href=""#"">2/10</a>","Black, Fuchsia Pink, Pure White, Teal Blue","","","","","","","","","
1.61 W/kg (head)     1.01 W/kg (body)     ","
1.31 W/kg (head)     0.61 W/kg (body)     ","","QWERTY",""
"BlackBerry Curve 9220","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Available. Released 2012, May","Mini-SIM","","2012, April","109 x 60 x 12.7 mm","102 g (3.49 oz)","320 x 240 pixels (~164 ppi pixel density)","","TFT, 65K colors","2.44 inches (~28.2% screen-to-body ratio)","","BlackBerry OS 7.1","","","512 MB ROM, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n","microUSB v2.0","","v2.1, A2DP","Stereo FM radio with RDS","No","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity, compass","No","HTML","Up to 432 h","Li-Ion 1450 mAh battery (J-S1)","Up to 7 h","<a href=""#"">2/10</a>","Black, Fuchsia Pink, Pure White, Teal Blue","","","","","","","","","
1.61 W/kg (head)     1.01 W/kg (body)     ","
1.31 W/kg (head)     0.61 W/kg (body)     ","","QWERTY",""
